Statut,Lignes avec marqueurs + termes médicaux (texte original CLEAR EX),Lignes avec marqueurs + termes médicaux avec balises <t> (CLEAR EX),Terme médical,Marqueur,Indicateur,Reformulation
non,"Des traitements plus récents ont, dans une certaine mesure, remplacé l'utilisation de nitrates pour l'achalasie, mais les nitrates peuvent encore être utilisés dans les cas de maladie précoce ou bénigne chez les patients ne pouvant pas être opérés ou subir de procédures invasives ou lorsque le traitement par injection de toxine botulique a échoué.","Des traitements plus récents ont, dans une certaine mesure, remplacé l'utilisation de nitrates pour l'<t>achalasie<t>, mais les nitrates peuvent encore être utilisés dans les cas de <t>maladie<t> <t>précoce<t> ou bénigne chez les patients ne pouvant pas être opérés ou subir de <t>procédures<t> invasives ou lorsque le traitement par <t>injection<t> de <t>toxine<t> botulique a échoué.",,,maladie ; ou non<h>,
non,"Nous avons effectué une recherche dans le registre spécialisé du groupe Cochrane sur les maladies gastro-duodénales et du pancréas CENTRAL), MEDLINE, EMBASE et les bibliographies des articles de revue pertinents et avons recherché dans Science Citation Index tous les essais identifiés.","Nous avons effectué une recherche dans le registre <t>spécialisé<t> du groupe Cochrane sur les maladies <t>gastro-<t>duodénales et du <t>pancréas<t> CENTRAL), MEDLINE, EMBASE et les bibliographies des articles de revue pertinents et avons recherché dans Science Citation Index tous les essais identifiés.",,,maladie,
oui,"Les mesures continues du RGO par exemple, l'indice de reflux) ont été résumées sous la forme d'une différence moyenne pondérée.","Les mesures continues du RGO par exemple, l'indice de <t>reflux<t>) ont été résumées sous la forme d'une différence moyenne pondérée.",RGO,(),par exemple,l'indice de reflux
non,"Si la compression prévient l'ulcération comparativement à l'absence de compression, déterminer alors s'il existe des preuves permettant de recommander des niveaux particuliers de compression (forte, moyenne ou faible, par exemple), des types de compression ou des marques d'articles de compression pour prévenir la récurrence des ulcères après la guérison.","Si la <t>compression<t> prévient l'<t>ulcération<t> comparativement à l'<t>absence de<t> <t>compression<t>, déterminer alors s'il existe des preuves permettant de recommander des niveaux particuliers de <t>compression<t> (forte, moyenne ou <t>faible<t>, par exemple), des types de <t>compression<t> ou des marques d'articles de <t>compression<t> pour prévenir la récurrence des <t>ulcères<t> après la guérison.",ou,,par exemple,
non,"Nous avons consulté le registre spécialisé du groupe Cochrane sur les maladies infectieuses, CENTRAL, MEDLINE, EMBASE, LILACS et des listes de références jusqu'au 1er juin 2014.","Nous avons consulté le registre <t>spécialisé<t> du groupe Cochrane sur les maladies infectieuses, CENTRAL, MEDLINE, EMBASE, LILACS et des listes de références jusqu'au 1er juin 2014.",,,maladie,
non,"Dans les essais où toutes les femmes enceintes, quelle que soit leur parité, ont bénéficié d'une chimioprévention, les effets moyens de celle-ci mesurés chez toutes les femmes indiquent qu'elle peut prévenir l'anémie sévère (définie par les auteurs, mais au moins preuves de faible qualité ), mais la constance du bénéfice n'a pas été démontrée pour d'autres résultats.","Dans les essais où toutes les femmes enceintes, quelle que soit leur <t>parité<t>, ont bénéficié d'une chimioprévention, les effets moyens de celle-ci mesurés chez toutes les femmes indiquent qu'elle peut prévenir l'<t>anémie<t> <t>sévère<t> (définie par les auteurs, mais au moins preuves de <t>faible<t> qualité ), mais la constance du bénéfice n'a pas été démontrée pour d'autres résultats.",,,défini/e,
oui,Nous avons identifié des essais contrôlés randomisés (ECR) dans le Registre des essais du Groupe Cochrane sur les maladies respiratoires (dernière recherche en octobre 2016).,Nous avons <t>identifié<t> des essais contrôlés randomisés (ECR) dans le Registre des essais du Groupe Cochrane sur les maladies respiratoires (dernière recherche en octobre 2016).,essais contrôlés randomisés,(),maladie/s,ECR
non,Les autres portaient sur des personnes âgées et des sujets à haut risque dont certains étaient atteints d'une maladie pulmonaire chronique.,Les autres portaient sur des personnes âgées et des sujets à haut risque dont certains étaient atteints d'une <t>maladie<t> <t>pulmonaire<t> <t>chronique<t>.,,,maladie,
oui,"Il est connu que le traitement contre l'infection tuberculeuse latente (ITBL), aussi connu sous le nom de thérapie préventive de la tuberculose ou chimioprophylaxie, aide à prévenir la progression vers la maladie active chez les populations séronégatives.","Il est <t>connu<t> que le traitement <t>contre<t> l'<t>infection<t> tuberculeuse latente (ITBL), aussi <t>connu<t> sous le nom de <t>thérapie<t> préventive de la <t>tuberculose<t> ou <t>chimioprophylaxie<t>, aide à prévenir la progression vers la <t>maladie<t> active chez les populations séronégatives.",l'infection tuberculeuse lantente,(),maladie/s,ITBL
non,"L'inflammation joue un rôle important dans la pathogénie de la maladie chez les sujets asthmatiques, mais les preuves semblent moins solides chez les sujets non asthmatiques.","L'<t>inflammation<t> joue un rôle important dans la pathogénie de la <t>maladie<t> chez les sujets asthmatiques, mais les preuves semblent moins solides chez les sujets non asthmatiques.",,,maladie,
oui,L'asthme est une affection chronique dont les victimes peuvent avoir des exacerbations occasionnelles ou fréquentes entrainant des visites en service d'urgence (SU).,L'<t>asthme<t> <mdef>est une<mdef> <t>affection<t> <t>chronique<t> dont les victimes peuvent avoir des exacerbations occasionnelles ou fréquentes entrainant des visites en service d'<t>urgence<t> (SU).,L'asthme,est un/e,affection/s ; ou non<h>,une affection chronique dont les victimes peuvent avoir des exacerbations occasionnelles ou fréquentes entrainant des visites en service d'urgence (SU).
non,"Chez les enfants dont les cas de grippe étaient confirmés en laboratoire, l'oseltamivir a réduit la durée moyenne de la maladie de 36 heures (26  pour cent , P Conclusions des auteurs.","Chez les enfants dont les cas de <t>grippe<t> étaient confirmés en laboratoire, l'oseltamivir a <t>réduit<t> la durée moyenne de la <t>maladie<t> de 36 heures (26  pour cent , P Conclusions des auteurs.",,,maladie,
non,L'oseltamivir et le zanamivir semblent avoir des effets bénéfiques modestes sur la baisse de la durée de la maladie chez les enfants atteints de grippe.,L'oseltamivir et le zanamivir semblent avoir des effets bénéfiques modestes sur la baisse de la durée de la <t>maladie<t> chez les enfants atteints de <t>grippe<t>.,,,maladie,
non,Une étude a démontré que le laninamivir octanoate était plus efficace que l'oseltamivir en termes de raccourcissement de la durée de la maladie chez les enfants souffrant de la grippe A/H1N1 résistante à l'oseltamivir.,Une étude a démontré que le laninamivir octanoate était plus <t>efficace<t> que l'oseltamivir en termes de raccourcissement de la durée de la <t>maladie<t> chez les enfants souffrant de la <t>grippe<t> A/H1N1 résistante à l'oseltamivir.,,,maladie,
oui,La grippe est une maladie respiratoire aiguë provoquée par des virus grippaux A et B.,La <t>grippe<t> <mdef>est une<mdef> <t>maladie<t> <t>respiratoire<t> aiguë provoquée par des <t>virus<t> grippaux A et B.,La grippe,est un/e,maladie,une maladie respiratoire aiguë provoquée par des virus grippaux A et B.
non,"Chez les femmes atteintes d'un cancer du sein métastatique avec présence de récepteurs hormonaux, un protocole de traitement initial par endocrinothérapie plutôt que par chimiothérapie est recommandé, excepté en cas de maladie de progression rapide.","Chez les femmes atteintes d'un <t>cancer<t> du sein métastatique avec <t>présence de<t> récepteurs hormonaux, un protocole de traitement <t>initial<t> par endocrinothérapie plutôt que par <t>chimiothérapie<t> est recommandé, excepté en cas de <t>maladie<t> de progression rapide.",,,maladie,
non,"(i) Déterminer si la mastectomie prophylactique réduit le taux de mortalité toutes causes confondues chez les femmes qui n'ont jamais eu de cancer du sein auparavant et chez les femmes qui présentent des antécédents de cancer d'un seul sein et (ii) examiner l'effet de la mastectomie prophylactique sur d'autres critères de jugement, notamment l'incidence du cancer du sein, la mortalité par cancer du sein, la survie sans maladie, la morbidité physique et les résultats psychosociaux.","(i) Déterminer si la <t>mastectomie<t> prophylactique <t>réduit<t> le taux de mortalité toutes causes confondues chez les femmes qui n'ont jamais eu de <t>cancer<t> du sein auparavant et chez les femmes qui présentent des <t>antécédents<t> de <t>cancer<t> d'un <t>seul<t> sein et (ii) examiner l'<t>effet<t> de la <t>mastectomie<t> prophylactique sur d'autres critères de <t>jugement<t>, notamment l'incidence du <t>cancer<t> du sein, la mortalité par <t>cancer<t> du sein, la survie sans <t>maladie<t>, la morbidité <t>physique<t> et les résultats psychosociaux.",,,maladie,
non,"Les études évaluant l'incidence du cancer du sein et/ou la mortalité spécifique à la maladie rapportaient des réductions après une MBP, en particulier chez les patientes présentant des mutations des gènes BRCA1/2.","Les études évaluant l'incidence du <t>cancer<t> du sein et/ou la mortalité <t>spécifique<t> à la <t>maladie<t> rapportaient des réductions après une MBP, en particulier chez les patientes présentant des mutations des gènes BRCA1/2.",ou,,maladie,
non,"Pour la MCP, les études rapportaient toutes une réduction de l'incidence du cancer du sein controlatéral, mais des résultats divergents concernant l'amélioration de la survie spécifique à la maladie.","Pour la MCP, les études rapportaient toutes une réduction de l'incidence du <t>cancer<t> du sein controlatéral, mais des résultats divergents concernant l'amélioration de la survie <t>spécifique<t> à la <t>maladie<t>.",,,maladie,
non,"Le RR combiné de troubles neurologiques de n'importe quelle gravité était de 1,71 (IC à 95  pour cent  0,90 à 3,25), avec une tendance non signicative à une plus grande fréquence des dommages neurologiques graves chez les survivants de la RCR-CDA (RR de 3,11, IC à 95 pour cent , entre 0,98 et 9,83).","Le RR <t>combiné<t> de troubles neurologiques de n'importe quelle <t>gravité<t> était de 1,71 (IC à 95  pour cent  0,90 à 3,25), avec une tendance non signicative à une plus grande fréquence des dommages neurologiques graves chez les survivants de la RCR-CDA (RR de 3,11, IC à 95 pour cent , <t>entre<t> 0,98 et 9,83).",,,trouble/s,
oui,L'insuffisance cardiaque (IC) chronique est une maladie courante grave associée à une hospitalisation fréquente.,L'<t>insuffisance<t> <t>cardiaque<t> (IC) <t>chronique<t> <mdef>est une<mdef> <t>maladie<t> courante <t>grave<t> associée à une <t>hospitalisation<t> fréquente.,L'insuffisance cardiaque (IC),est un/e,maladie,une maladie courante grave associée à une hospitalisation fréquente.
oui,Plusieurs interventions différentes de prise en charge de la maladie (interventions d'organisation des services cliniques) pour les patients souffrant d'ICC ont été proposées.,Plusieurs interventions différentes de prise en charge de la <t>maladie<t> (interventions d'<t>organisation<t> des services cliniques) pour les patients souffrant d'ICC ont été proposées.,interventions de prise en charge,(),maladie/s,interventions d'organisation des services cliniques
non,Mettre à jour la revue publiée précédemment qui évaluait l'efficacité des interventions de prise en charge de la maladie pour les patients souffrant d'ICC.,Mettre à jour la revue publiée précédemment qui évaluait l'<t>efficacité<t> des interventions de prise en charge de la <t>maladie<t> pour les patients souffrant d'ICC.,,,maladie,
oui,Les essais contrôlés randomisés (ECR) avec un suivi d'au moins six mois comparant les interventions de prise en charge de la maladie spécifiquement destinées aux patients souffrant d'IC chronique aux soins habituels.,Les essais contrôlés randomisés (ECR) avec un suivi d'au moins six mois comparant les interventions de prise en charge de la <t>maladie<t> spécifiquement destinées aux patients souffrant d'IC <t>chronique<t> aux soins habituels.,les essais contrôlés randomisés,(),maladie/s,ECR
non,"Chez les patients souffrant d'ICC qui ont été hospitalisés auparavant en raison de cette maladie, il existe aujourd'hui des preuves fiables indiquant que les interventions de prise en charge personnalisée menées par une infirmière spécialisée dans les insuffisances cardiaques réduisent les nouvelles hospitalisations liées à l'ICC après un suivi de 12 mois, les nouvelles hospitalisations toutes causes confondues et la mortalité toutes causes confondues.","Chez les patients souffrant d'ICC qui ont été hospitalisés auparavant en raison de cette <t>maladie<t>, il existe aujourd'hui des preuves fiables indiquant que les interventions de prise en charge personnalisée menées par une infirmière spécialisée dans les insuffisances cardiaques réduisent les nouvelles <t>hospitalisations<t> liées à l'ICC après un suivi de 12 mois, les nouvelles <t>hospitalisations<t> toutes causes confondues et la mortalité toutes causes confondues.",,,maladie,
