Column1	Column2
La cardiomyopathie hypertrophique (CMH)	est un/e  une maladie génétique de transmission autosomique dominante couramment traitée par inotropes négatifs
La cardiopathie congénitale	est l' l'affection congénitale néonatale le plus fréquemment diagnostiquée
La carie dentaire	fait partie des maladies chroniques de l'enfant les plus répandues dans le monde entier.
La carie dentaire	est un/e  une maladie commune 
La carie dentaire	est un/e  une maladie chronique très répandue touchant la majorité des gens
la cataracte	 une obstruction au passage de la lumière, secondaire à une affection
La cataracte	définie comme  une perte de transparence du cristallin naturel 
la catégorie d'attachement de l'enfant	(sécure, évitant, désorganisé, résistant)
La cellulite et l'érysipèle 	sont considérées comme des manifestations de la même maladie, une infection cutanée associée à une douleur intense et à des symptômes systémiques.
La cervicalgie	est un/e  une affection fréquente, invalidante et coûteuse.
La cervicalgie	est un/e  une affection fréquente, invalidante et coûteuse.
La chimiothérapie à haute dose	( CHD)
la chimiothérapie adjuvante 	( CT)
la chimiothérapie postopératoire	(c'est-à-dire adjuvante)
La chirurgie	,  le traitement le plus courant
La chirurgie en cas de détresse ou d'urgence	définie comme  une intervention chirurgicale qui doit être pratiquée très rapidement pour sauver la vie, les membres ou la capacité fonctionnelle du patient
la chirurgie étendue	(par exemple la chirurgie du sac endolymphatique)
la chlorpromazine	comme étant l'un des cinq médicaments utilisés dans les troubles psychotiques
La cholangite sclérosante primitive	est un/e maladie hépatique cholestatique chronique progressive qui entraîne généralement le développement d'une cirrhose.
La cholangite sclérosante primitive	est un/e maladie cholestatique chronique des voies biliaires intra- et extra-hépatiques, qui se caractérise par une inflammation périductale chronique et une sclérose des voies biliaires, ce qui entraîne des sténoses segmentaires des voies biliaires, une cholestase, une fibrose et au bout du compte, une cirrhose du foie.
La cholélithiase	est un/e maladie courante des voies biliaires.
La cinétose	( gène ressentie lorsque le mouvement perçu trouble les organes de l'équilibre)
la cinétose	(gène ressentie lorsque le mouvement perçu trouble les organes de l'équilibre)
La circoncision	défini/e ; définie comme l'ablation chirurgicale d'une partie ou de la totalité du prépuce sur le pénis et peut être pratiquée en tant que rituel religieux, procédure médicale, ou en tant que rituel traditionnel réalisé sous forme d'initiation permettant le passage à l'âge adulte
la Classification internationale des maladies	(CIM)
la claudication intermittente	(c'est-à-dire la douleur provoquée par l'ischémie dans les muscles des jambes pendant l'exercice)
La clozapine	est un/e  un médicament antipsychotique atypique
La clozapine	est un/e  un antipsychotique atypique dont la supériorité a été démontrée dans le traitement de la schizophrénie réfractaire et qui provoque moins de troubles du mouvement
La clozapine	est un/e  un médicament antipsychotique considéré comme plus efficace et associé à moins d'effets moteurs indésirables que les médicaments typiques chez les patients dont la maladie résiste au traitement
la clozapine	d'autres antipsychotiques atypiques
la coagulopathie	sont   des affections cliniques graves qui sont associées à une mortalité élevée
La colique infantile	est un/e  une maladie fréquente
La colite ulcéreuse	est un/e  une maladie chronique récurrente caractérisée par une inflammation diffuse des muqueuses limitée au colon
La colite ulcéreuse	(CU)
La colite ulcéreuse 	ou  rectocolite hémorragique
La colite ulcéreuse (CU)	est un/e  une affection inflammatoire chronique du côlon caractérisée par des épisodes d'activité de la maladie et de rémission asymptomatique
La collaboration en soin de santé pour les troubles mentaux sévères 	est un/e  une intervention communautaire, qui regroupe généralement un certain nombre de composants
La comorbidité	 l'obésité et les maladies cardiaques
la concentration initiale  faible 	comme défini/e  inférieure à 4  pour cent 
La consommation excessive d'alcool	entraîne une maladie alcoolique du foie
La consommation excessive d'alcool	est un/e  un facteur causal de nombreux types de lésions hépatiques et de maladies concomitantes
La consommation excessive de sodium alimentaire	est un/e  un facteur de risque pouvant mener à une pression artérielle élevée, des accidents vasculaires cérébraux et des maladies cardio-vasculaires
La constipation	est un/e trouble intestinal fonctionnel qui peut réduire la qualité de vie dans la période suivant l'accouchement (post-partum)
La coqueluche	est un/e maladie respiratoire hautement contagieuse.
la cornée	, la surface transparente située sur l'avant de l'oeil
la créatine	,  un acide organique azoté d'origine naturelle impliqué dans la production du triphosphate adénosine
la créatinine sérique	( CrS)
La cryptosporidiose	est un/e  une maladie provoquant une diarrhée d'une à deux semaines, s'étendant parfois jusqu'à 2 mois et demi chez les immunocompétents
La curcumine	 un agent anti-inflammatoire
La cyclosporine	est un/e  un agent immunodépresseur qui présente des effets bénéfiques dans le traitement de plusieurs troubles inflammatoires.
la cytoréduction complète	( maladie microscopique)
la cytoréduction complète	( la maladie résiduelle est microscopique)
la cytoréduction complète 	(maladie microscopique)
La danse-thérapie	définie comme  l'utilisation psychothérapeutique du mouvement comme un processus renforçant l'intégration émotionnelle, sociale, cognitive et physique de l'individu 
La danse-thérapie	 ou thérapie par la danse et le mouvement (TDM)
La décompression orbitaire	est un/e  une procédure reconnue pour la gestion de l'exophtalmie et la rééducation visuelle suite à des neuropathies optiques en cas de maladie oculaire thyroïdienne
la déglutition	((mastication et préparation des aliments)
la démence	et les  troubles cognitifs
la démence	 troubles cognitifs
La démence	est un/e  une affection cérébrale qui se caractérise par la perte définitive des fonctions cognitives supérieures.
la démence	 troubles cognitifs
la démence	maladie troubles cognitifs
la démence	défini/e ; défini comme troubles cognitifs
la démence	défini/e ; défini comme troubles cognitifs
la démence	par exemple troubles cognitifs
la démence	 troubles cognitifs
la démence	est un/e  troubles cognitifs
la démence	 troubles cognitifs
la démence	 troubles cognitifs
la démence	 troubles cognitifs
la démence	 troubles cognitifs
La démence	est un/e  un syndrome associé à l'âge fréquemment dû à la maladie d'Alzheimer (MA) et/ou à une maladie cérébrovasculaire
La démence	est un/e trouble chronique
la démence	et les autres troubles cognitifs
la démence	et les autres troubles cognitifs
la démence	et les autres troubles cognitifs
la démence	et les autres troubles cognitifs
la démence	et les autres troubles cognitifs
la démence	et les autres troubles cognitifs
la démence	et les autres troubles cognitifs
la démence	et les autres troubles cognitifs
la démence	/ les troubles cognitifs
la démence	et les autres troubles cognitifs
La démence	étant une maladie liée à l'âge
la démence	et les autres troubles cognitifs 
la démence	et les autres troubles cognitifs 
la démence	et les autres troubles cognitifs 
la démence	et les autres troubles cognitifs 
la démence	et les autres troubles cognitifs 
la démence	et les autres troubles cognitifs 
la démence	et les autres troubles cognitifs 
la démence	et les autres troubles cognitifs 
la démence	et les autres troubles cognitifs 
la démence	et les autres troubles cognitifs 
la démence	et les autres troubles cognitifs 
la démence	et les autres troubles cognitifs 
la démence	et les autres troubles cognitifs 
la démence	et les autres troubles cognitifs 
la démence	et les autres troubles cognitifs 
la démence	et les autres troubles cognitifs 
la démence	et les autres troubles cognitifs 
la démence	et les autres troubles cognitifs 
la démence	et les autres troubles cognitifs 
la démence	et les autres troubles cognitifs 
la démence	et les autres troubles cognitifs 
la démence	et les autres troubles cognitifs 
la démence	et les autres troubles cognitifs 
la démence	et les autres troubles cognitifs 
la démence	et les autres troubles cognitifs 
la démence	et les autres troubles cognitifs 
la démence	et les autres troubles cognitifs 
la démence	et les autres troubles cognitifs 
la démence	et les autres troubles cognitifs 
la démence	et les autres troubles cognitifs 
la démence	et les autres troubles cognitifs 
la démence	et les autres troubles cognitifs 
la démence	et les autres troubles cognitifs 
la démence	ou d'autres troubles cognitifs
la démence	et les autres troubles cognitifs 
la démence	et les autres troubles cognitifs 
la démence d'Alzheimer	et les  troubles cognitifs
la démence d'Alzheimer (MA)	 troubles cognitifs
la démence fronto-temporale 	(DFT)
la démence vasculaire	 les troubles cognitifs vasculaires
La démence vasculaire	est un/e trouble courant pour lequel il n'existe aucun traitement définitif
La démence vasculaire	est la deuxième forme de démence la plus courante après la maladie d'Alzheimer
La démence vasculaire	est le deuxième type de démence le plus fréquent après celle provoquée par la maladie d'Alzheimer
la démence vasculaire	(Dva)
la densité minérale osseuse	(DMO)
La dépendance à la cocaïne	est un/e trouble pour lequel il n'existe aucun traitement pharmacologique dont l'efficacité a été éprouvée, mais des avancées dans le domaine de la neurobiologie pourraient orienter le développement de médicaments futurs.
La dépendance aux drogues	est un/e maladie chronique récurrente.
la dépression	 troubles dépressifs majeurs unipolaires
La dépression	définie en tant que dépression majeure
La dépression	est un/e trouble mental courant
La dépression	est un/e  une maladie débilitante
La dépression	 définie en tant que symptômes dépressifs
La dépression postnatale	est un/e  une affection médicale qui affecte de nombreuses femmes et le développement de leurs nourrissons
La dermite séborrhéique	est un/e trouble cutané inflammatoire et chronique qui touche principalement la peau du cuir chevelu, le visage, la poitrine et les surfaces intertrigineuses, entraînant une desquamation et des rougeurs de la peau
La déshydratation	est un/e  une cause importante de décès chez les patients atteints de la maladie à virus Ebola (MVE)
La déshydratation par perte d'eau	définie...comme toute personne en état de déshydratation par perte d'eau imminente ou actuelle
